編號,發布日期,職缺名稱,工作內容摘要,公司名稱,產業描述,最低薪資,最高薪資,學歷要求代碼清單,具體的軟硬體技能要求,目前應徵人數,工作連結
1436,20260310,R0006775:【新鮮人募集！】 Software Engineer,"希望你具備的技能：

•熟悉至少一項程式語言：Java, Python, C++, Go 等；
•基礎的 Linux 操作技能；
•有使用過公有雲服務 (AWS, GCP, Azure) 的經驗更佳。
趨勢的文化鼓勵創新、合作與持續學習，並且相信每",Trend Micro_趨勢科技股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003080', 'description': 'Go'}]",194,https://www.104.com.tw/job/8j3ec
1437,20260305,"Customer Solutions Engineer, gTech Ads (English, Mandarin)","or technical consulting. 
• Experience in system design or reading code (e.g., Java, C++, Python). 
• Experience in a",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8y5jz
1438,20260309,(NR12-)Linux OS軟體(高級)工程師--網路通訊事業群,"4. Issue debugging。

技能需求：
1. 熟悉Linux環境下的C/C++ 開發。
2. 熟悉Shell或Python。
3. 熟悉Git, Docker, Container。
4. 具備OpenWrt開發經驗者優先考慮。
5.",新漢股份有限公司,電腦及其週邊設備製造業,40000,9999999,大學以上,[],0,https://www.104.com.tw/job/8n411
1440,20260310,"Customer Engineer, Cloud AI, Google Cloud","with presenting to technical stakeholders and executive leaders. 
• Experience with coding in Python, JavaScript or TypeScript,",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8xnt5
1441,20260126,【凱基人壽】2026暑期實習生,"回覆及跨部門溝通協調。
2.蒐集並彙整來往保經代公司相關資料，分析產業現況
3.協助優化既有資料流程，提升行政分析效率(熟稔python操作佳)",凱基人壽保險股份有限公司(總公司),人身保險業,33000,35000,大學以上,[],43,https://www.104.com.tw/job/8xuqi
1445,20260305,"Software Engineer III, Cloud AI/ML, Infrastructure","development in Python or C++, or 1 year of experience with an advanced degree. 
 
 
 Preferred qualifications:
• Master's",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yokb
1447,20260105,維運工程師,"介接、資料處理、單元測試等基本開發能力。
3. 熟悉 Git 與基本 CI/CD 流程（GitLab CI 佳）。
4. 基礎 Linux 操作與簡單腳本撰寫能力（Shell / Python 佳）。
5. 若有 Kubernetes、監控系統或",線上探索科技股份有限公司,電腦軟體服務業,40000,55000,專科以上,[],0,https://www.104.com.tw/job/8hw9c
1448,20260311,Custom Silicon Operation Product Engineer,"applications and Application Programming Interface (API) development using Python. 
 
 
 Preferred qualifications:
• Master's degree or",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ymhh
1449,20260301,【新北淡水校區】積木程式機器人講師  (樂高教育中心),"涵蓋Scratch、C語言、Python等編程語言及機器人課程，並規劃課程活動、設計教案
3. 具程式設計背景，有過程式教學或樂高機器人課程經驗者優先考慮
4. 定期與家長溝通，提供學生學習進度與反饋，確保家長了解孩子的學習情況
5. 負責教室日常",小孩子創意有限公司附設小孩子文理美術短期補習班,補習班,35000,48000,大學,"[{'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",0,https://www.104.com.tw/job/7z8ms
1450,20260310,"Manufacturing Test Development Engineer, Networking","electronics, fixture, and equipment. 
• Experience developing test scripts using Python (or other scripting languages).",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ya4f
1451,20260306,"Senior Software Engineer, Full Stack, Pixel Camera","design and architecture. 
• 3 years of experience with full stack development, across back-end including Python or C++ codebases",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yqn5
1452,20260306,產品營運專員 | Product Operations Specialist,"清晰理解、整理並表達問題，並與跨部門團隊有效合作。
6. 2 年以內的正職工作經驗（產業、職位不限），歡迎應屆畢業生加入！

【加分條件】
1. 具備進階 Excel 能力，擅長AI工具或熟悉 SQL、Python 或其他數據處理工具，能夠處理大量",街口電子支付股份有限公司,網際網路相關業,40000,55000,大學以上,[],98,https://www.104.com.tw/job/8nd15
1454,20260302,【資訊專才】資訊運營管理師(組織文化、IT人才管理)_I00020397,"或Python）來支持決策。
   • 跨部門溝通與協調：出色的溝通技巧，能在不同部門間建立共識並推動合作。
   • 變革推動能力：熟練變革管理技巧，能激勵團隊，促進組織從現有模式向新模式過渡。
   • 創新與問題解決：能夠應用創意思考法（如",國泰人壽保險股份有限公司_總公司_國泰金控,人身保險業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ltf4
1455,20260307,"Software Engineer, Engineering Productivity, Silicon","experience with software development in one or more programming languages (C, C++ or Python), or 1 year of experience with an",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8y87s
1457,20260311,"Senior CPU Design Verification Engineer, Silicon","SystemVerilog, or other scripting languages such as Python, Perl, Shell, Bash, etc. 
• Experience with ARM Instruction Set",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ymhj
1458,20260307,"Test Engineering Manager, Global Manufacturing Operations, Google Cloud","control. 
• Understanding of the Linux operating systems, with experience in software development or scripting (e.g., Python,",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yhf9
1459,20260311,【校徵】IDC監控平台與智慧營運平台研發工程師(台北)_CH-IT03,"數據進行分析與應用設計。
3.協助系統模組開發、性能驗證與撰寫技術文件。
4.精進資料中心管理系統（DCIM)、資料分析與AI技術。
5.跨部門協作與專案執行。



三、【所需條件與專長】
1.具備軟體工程基礎。曾應用Java、Python、Go",中華電信股份有限公司,電信相關業,40000,55000,碩士,[],2,https://www.104.com.tw/job/8yxn8
1460,20260310,"Senior AI Engineer, Computer Vision and Applied ML","development in programming languages such as C++, Python, Kotlin, Typescript, TensorFlow, Jax for image processing and",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yk7a
1461,20251231,【資訊專才】資深資訊運營管理師(組織文化、IT人才管理)_I00020396,"(Skills)
• 策略規劃與執行：擅長制定中長期資訊策略，將目標細化為可執行的計畫，並推動實施。
• 數據分析與洞察：能有效運用數據分析工具（如Power BI、Tableau、或Python）來支持決策。
• 跨部門溝通與協調：出色的溝通技巧",國泰人壽保險股份有限公司_總公司_國泰金控,人身保險業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ltf6
1462,20260310,"Manufacturing Test Development Engineer, Google Cloud","languages (e.g., Python, Shell Script). 
• Experience in the development of manufacturing test hardware using custom electronics,",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yk7c
1464,20260305,"Senior Software Engineer, Engineering Productivity, Android XR","development in Python or Java. 
• 3 years of experience working with mobile platforms. 
• 3 years of experience testing,",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yd5z
1465,20260311,CPU Design Verification Engineer,"such as Python, Perl, Shell, Bash, etc. 
• Experience with ARM Instruction Set Architecture. 
• Knowledge of general",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8xp9s
1466,20260302,【外商】[RC-SA] Site Reliability Engineer - Windows／可靠性工程師,"的高可用性與效能，運用 PowerShell、Python、Terraform 或 Ansible 等工具自動化日常任務與部署流程，部署與維護監控系統保障平台穩定運作。同時，你也將協助內部團隊解決技術問題，並與跨部門協作推動流程優化。

【主要職責",烽泰科技有限公司,其他金融及輔助業,40000,55000,大學以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",0,https://www.104.com.tw/job/8nhlh
1467,20260307,"System Power Modeling Engineer, Pixel Battery Life","operational concepts etc. 
• Experience in programming using Python, SQL or similar languages. 
 
 
 Preferred qualifications:
•",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8xtib
1473,20260303,FX TD 特效技術工程師,"- 熟悉 Houdini
- 熟悉Python, Vex, Hscript，並具備開發工具經驗
- 了解粒子、煙霧、爆炸、流體、破碎等特效製作
- 了解 Houdini、Maya、Nuke 等 CG 製作軟體
- 了解特效與CG流程
- 具備良好",再現影像製作股份有限公司,廣播電視節目供應業,40000,80000,高中以上,[],0,https://www.104.com.tw/job/7qjfa
1475,20260311,"CPU Performance Architect, Silicon","microarchitecture, performance, or advanced CPU design. 
• Experience with C/C++ and scripting languages (e.g., Python). 
 
•",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ymhg
1477,20260305,自動化電控-程式工程師(TY)(工作地:新北土城),"1.熟悉C/C++/C#.NET/Python，有圖像視覺算法開發相關經驗
2.熟悉OpenCV or Halcon or Linux
3.具團隊溝通協調和獨立解決問題能力
4.有AOI專案經驗尤佳
5.熟悉Tensorflow / Keras",鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,其他電子零組件相關業,40000,55000,大學以上,[],0,https://www.104.com.tw/job/7fe4n
1478,20260310,"Product Engineering Lead, Product Operations","relationships with contract manufacturers. 
• Experience in SQL, Python or scripting. 
• Understanding of Automatic Test",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8xnt7
1479,20260307,"Senior Software Engineer, Embedded Systems","development in one or more of the programming languages (e.g., C, C++, Python, Go) or scripting languages (e.g., shell). 
• 3",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8y87u
1481,20260311,"Senior Software Engineer, Camera Imaging","with Python/JAX. 
 
 
 About the job
Google's software engineers develop the next-generation technologies that change how",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ymhb
1483,20260311,"Firmware Engineering Manager, Modem Reliability","purpose programming languages (e.g., C/C++, Java, Python). 
 
 
 Preferred qualifications:
• Master's degree or equivalent",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yblq
1484,20260311,"Senior Software Engineer, Google Cloud Platform","Ability to leverage Python, Go, and Shell scripting to automate the large-scale, secure management of server fleets and",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yblo
1485,20260310,Senior Camera Actuator Control Engineer,"analysis using Python to enhance validation efficiency. 
 • Define and execute camera actuator calibration strategies,",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ya4j
1488,20260311,"SoC Power Architect, Pixel Power","consumer electronics. 
• Experience with coding languages such as Python, Bash, or Perl for automating data collection,",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yblj
1489,20260302,【資訊專才】容器平台工程師_I00022574,"基礎知識
2.容器技術（Docker、Podman）與 Kubernetes 平台管理
3.熟悉至少一種程式語言或 Script（Shell、Python、Go）
4.具備 Git 工具使用經驗

【知識】
1.認同 DevOps 文化與自動化理念",國泰人壽保險股份有限公司_總公司_國泰金控,人身保險業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8qvmf
1490,20260304,[New College Graduate 新鮮人專區] 系統設計驗證工程師 (System Design Validation Engineer - Production),"troubleshooting
-Proficient with a programming language (C/C++, Python, Java, or Perl)
-Understand UEFI boot OS startup process and",NVIDIA_新加坡商輝達開發有限公司台灣分公司,其他半導體相關業,40000,55000,大學以上,[],36,https://www.104.com.tw/job/8yx2i
1491,20260303,Senior FX Artist 資深特效師,"Python為佳
- At least 5 years FX production experience.
- An in depth knowledge of Houdini.
- Knowledge of Nuke and Maya.
-",再現影像製作股份有限公司,廣播電視節目供應業,50000,80000,高中以上,[],0,https://www.104.com.tw/job/7rwuc
1492,20260306,"Software Engineer, PhD, Early Careers","Experience coding in one of the following programming languages: C, C++, Java or Python. 
• Experience in one or more of the",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8wbj2
1493,20260303,Senior CG Lighting Artist 資深燈光師,"，能因應公司專案需求調整工作時間
- 美術或攝影相關背景為佳
- 熟悉ACES流程和色彩空間者尤佳
- 具備Nuke製作經驗者尤佳
- 具備Python程式撰寫經驗者尤佳
- 具備材質繪製經驗者尤佳
- At least 5 years",再現影像製作股份有限公司,廣播電視節目供應業,45000,70000,高中以上,[],0,https://www.104.com.tw/job/7rwud
1494,20260306,"Software Engineer III, Integration and Qualification, TPU Infrastructure","equivalent practical experience. 
• 2 years of experience with software development in C++ or Python. 
 
 
 Preferred",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8wqbt
1496,20260305,Senior CPU Performance Architect,"• Experience with C/C++ and scripting languages (e.g., Python). 
 
 
 Preferred qualifications:
• PhD in Electrical",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yok7
1497,20260310,SAP ABAP - Associate Technical Consultant,"Python, XSLT, Java or ABAP) is mandatory.
•	Strong problem solving skills
•	Self-starter attitude and passionate to pick up",虎門科技股份有限公司,電腦系統整合服務業,45000,9999999,大學以上,[],1,https://www.104.com.tw/job/8ar9r
1498,20260310,"Software Engineering Manager, Diagnostics, Cloud Platforms","years of experience in software development and programming languages in C, C++, or Python. 
•         3 years of experience",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ygpg
1500,20260310,SAP BTP - Associate Technical Consultant,"experience.
•	Experience in at least one or more Programming language (eg. Groovy, .NET, Python, XSLT, Java or ABAP) is",虎門科技股份有限公司,電腦系統整合服務業,45000,9999999,大學以上,[],0,https://www.104.com.tw/job/8ar9h
1501,20260226,(DR31-)軟韌體工程師,"因應承接國際大廠ODM專案需求將擴編徵才，並計畫於近期IPO，歡迎菁英人才加入我們的行列。

開發一系列 IP-CAM 產品
 
擇一
1.編寫 Html/Javascript/CSS/Python 來維護 WebUI 與 產測程式, 以及編寫C",綠基企業股份有限公司,電腦及其週邊設備製造業,40000,55000,大學以上,[],0,https://www.104.com.tw/job/871rc
1504,20260226,(DR31-)軟韌體工程師,"因應承接國際大廠ODM專案需求將擴編徵才，並計畫於近期IPO，歡迎菁英人才加入我們的行列。

開發一系列 IP-CAM 產品
 
擇一
1.編寫 Html/Javascript/CSS/Python 來維護 WebUI 與 產測程式, 以及編寫C",綠基企業股份有限公司,電腦及其週邊設備製造業,40000,55000,大學以上,[],0,https://www.104.com.tw/job/871rc
1508,20260305,《2026年研發替代役》計量交易人員,"器學習模型進行國內外衍生性商品市場研究/策略開發 
2.金融衍生性商品之評價、交易等系統開發

【職缺需求】
1.具備程式邏輯概念，熟悉RWD、APP開發、API應用、Python、VBA、MS SQL、C++等程式語言、Linux系統
2.能獨立",元大金融控股股份有限公司,金融控股業,40000,45000,碩士,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003034', 'description': 'Matlab'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003058', 'description': 'VBA'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12003005009', 'description': 'SAS'}]",4,https://www.104.com.tw/job/5u9n1
1510,20260226,AI語意機器人/語音機器人系統平台開發建置,"引擎或API進行系統串接整合，若有SMS電信簡訊系統串接經驗者佳。
#AIaaS(AIaaS)服務平台或應用軟體程式：
有文字/語音對話機器人之SaaS/AIaaS服務平台或應用軟體程式開發建置經驗
*Python(Django/Flask)或",環球睿視股份有限公司,電腦軟體服務業,40000,55000,專科以上,"[{'code': '12001006034', 'description': 'Node.js'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003041', 'description': 'PHP'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006030', 'description': 'jQuery'}, {'code': '12001006032', 'description': 'CSS'}, {'code': '12001006033', 'description': 'Sass'}, {'code': '12001002016', 'description': 'Github'}, {'code': '12001006036', 'description': 'ReactJS'}, {'code': '12001006037', 'description': 'AngularJS'}, {'code': '12001006038', 'description': 'VueJS'}, {'code': '12001007067', 'description': 'Socket'}, {'code': '12001007075', 'description': 'VPN'}, {'code': '12001011002', 'description': 'Google Analytics'}, {'code': '12001011003', 'description': 'Google Tag Manager'}, {'code': '12001011007', 'description': 'Google Trend'}, {'code': '12001011008', 'description': 'Alexa'}, {'code': '12001001007', 'description': 'Linux'}]",3,https://www.104.com.tw/job/6rddw
1512,20260302,Data Analyst 數據分析師(資訊處電腦組),"悉Google Analytics工具，事件設計，涵蓋名詞定義，utm追蹤與來源媒介。
2.具有程式設計 Data Mining ，Python爬蟲程式撰寫佳。

*歡迎身障者及具原住民身分者應徵。
*面試時請攜帶最近三個月公立醫院體檢報告+胸部X",臺灣電視事業股份有限公司,電視業,35000,9999999,大學,[],1,https://www.104.com.tw/job/6vdp2
1514,20260223,【產品處】【數據組DataTeam】AI工程師/資料科學家/機器學習工程師,"Qualifications】
1. 熟悉 ML 相關知識
2. 熟悉Python程式語言，包含Pandas, Numpy, Sklearn,Tensorflow, Pytorch等模組
3. 熟悉Linux 系統操作
4. 熟悉資料庫程式語言 SQL


【",域動行銷股份有限公司,廣告行銷公關業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001004031', 'description': 'MS SQL'}]",2,https://www.104.com.tw/job/6shtp
1515,20260226,Web/App全端及系統整合工程師(電信SIP&VOIP/AIoT通訊),"android平台開發工具
2.後端：php(Laravel)/python(Django/Flask)/C/C#.net/node.js/java
3.資料庫：MySQL/NoSQL(Mongo DB) /Elasticsearch/Lucene
4.",環球睿視股份有限公司,電腦軟體服務業,40000,55000,專科以上,"[{'code': '12001006043', 'description': 'Django'}, {'code': '12001006038', 'description': 'VueJS'}, {'code': '12001006036', 'description': 'ReactJS'}, {'code': '12001006034', 'description': 'Node.js'}, {'code': '12001006033', 'description': 'Sass'}, {'code': '12001006032', 'description': 'CSS'}, {'code': '12001006030', 'description': 'jQuery'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003041', 'description': 'PHP'}, {'code': '12001003004', 'description': 'AJAX'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001002016', 'description': 'Github'}, {'code': '12001001007', 'description': 'Linux'}]",4,https://www.104.com.tw/job/71f80
1520,20260224,DQA測試工程師,"1. EVT/DVT產品開發階段測試驗證需求及問題分析與追蹤
2. ATE程式開發(Chroma 8000, LabVIEW, Python), 測試計畫撰寫
3. FW validation 測試驗證及問題分析與追蹤
4. 2nd source",Compuware_肯微科技股份有限公司,電腦及其週邊設備製造業,45000,9999999,大學以上,[],2,https://www.104.com.tw/job/6iqed
1521,20260209,資訊工程師,"Python、Java、C/C++、JS(React)
資料庫：SQL / MySQL / PostgreSQL / MSSQL / MongoDB
AI：TensorFlow、PyTorch、機器學習、深度學習模型訓練與部署
資安：Linux/",台塑_臺灣塑膠工業股份有限公司,塑膠製品製造業,40000,55000,大學以上,[],7,https://www.104.com.tw/job/6i5f3
1523,20260204,期貨策略 AI 工程師 (AI Engineer),"Science 
• Experience working with modern Deep Learning techniques, framework and applications, Python, DL framework (e.g",天鏡科技股份有限公司,電腦系統整合服務業,40000,55000,專科以上,[],2,https://www.104.com.tw/job/5sdae
1524,20260130,技術專案主管 Technical Project Manager (Hybrid Model 部分遠端),"技術專案主管，銀行核心系統

職務要求：

•　Database : SQL
•　Programming : Python or Java, Object-Oriented, ETL concept / tools
•　Domain Know-",星普思管理諮詢有限公司,其他投資理財相關業,40000,55000,專科以上,"[{'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001004038', 'description': 'PL/SQL'}]",1,https://www.104.com.tw/job/8a050
1528,20260117,Software Engineering,"Proficiency in back-end development using languages such as Python, Node.js, or Java, and experience with database systems such as",麥迪創科技股份有限公司,其它軟體及網路相關業,40000,55000,大學以上,[],4,https://www.104.com.tw/job/8b7s2
1530,20260224,【2025年研發替代役】SOC系統研發工程師 (Java Engineer),"此職務的工作內容：
1. 參與資安相關資訊系統研發
2. 主要接觸技術 (並非全部必要)：Java Spring Framework、Python、Vue.js、ML、ELK、PostgreSQL",中華資安國際股份有限公司,電腦軟體服務業,40000,55000,碩士以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001006030', 'description': 'jQuery'}, {'code': '12001006036', 'description': 'ReactJS'}, {'code': '12001006038', 'description': 'VueJS'}]",1,https://www.104.com.tw/job/89drn
1533,20260101,【凱基證券/資訊部】Python系統程式設計師,Python API暨策略平台系統維護與開發,凱基證券股份有限公司,證券及期貨業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003045', 'description': 'Python'}]",1,https://www.104.com.tw/job/7f0ui
1535,20260112,AI Waifu LLM Prompt & Testing Engineer,"using Python, Parquet, Regex, and versioning systems to maintain consistent and traceable data history.
7.	Advanced Waifu",萬達人工智慧科技股份有限公司,電腦軟體服務業,50000,70000,大學以上,"[{'code': '12001003006', 'description': 'ASP.NET'}, {'code': '12003005011', 'description': 'SPSS'}, {'code': '12003005009', 'description': 'SAS'}, {'code': '12003004004', 'description': 'Hive'}, {'code': '12003004003', 'description': 'Data Marts'}, {'code': '12003004002', 'description': 'Data Architect'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001003099', 'description': 'Prompt'}, {'code': '12001003067', 'description': 'Visual Studio .net'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001001029', 'description': 'UNIX'}]",7,https://www.104.com.tw/job/8jygz
1538,20260204,軟體測試工程師,"Cloud AI演算法給予優化建議，
協助企業將資源進行最有效的配置，期望打造全台第一的智慧建築雲平台，攜手實現綠色供應鏈的目標！

【擅長工具】
基本要求：Word、Excel、Devtools (Chrome)、Python、Java
加分項目：
初步",集星資通股份有限公司,電腦系統整合服務業,35000,55000,專科以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008016', 'description': 'Word'}]",2,https://www.104.com.tw/job/8h3yh
1540,20260309,【115研發替代役】AI開發工程師（生成式AI/LLM應用）,"python) 或 關聯式資料庫運作 (SQL)。
3.具物聯網相關技術或實作經驗 ( 如，前端感測器選用、網路架構規劃(wifi、lora)交訊驅動程式應用 (MQTT、OpcUA、modbuss)，簡單SCADA程式語言 ( nodeRed、",東元電機股份有限公司,電力機械器材製造修配業,40000,55000,碩士以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003087', 'description': 'tensorflow'}, {'code': '12001008030', 'description': 'ChatGPT'}]",6,https://www.104.com.tw/job/8k7ao
1542,20260113,【校園徵才】微服務開發工程師_I00014573,"，歡迎加入我們！

【擅長工具】
Java、SpringBoot、Git、PostgreSQL、GCP、Container、Redis、OpenAPI

【加分條件】
1.至少熟悉下列一種語言：Java、Python、Node.js、C#、",國泰金控_國泰金融控股股份有限公司,金融控股業,40000,55000,學歷不均,[],4,https://www.104.com.tw/job/8kde5
1543,20260223,資深軟體開發工程師  Senior Software Engineer,"團隊運作流程，對管理與溝通任務具備熱忱

【要求條件】
-   具有三年以上的軟體產品開發經驗
-   具有三年以上的機器學習相關工作經驗
-   熟練掌握Java、Python、SQL等語言，並皆具備兩年以上相關實務開發經驗
-   熟悉機器學習",Eunodata_御諾資訊股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001002018', 'description': 'Git'}, {'code': '12001004041', 'description': 'RDBMS'}, {'code': '12001004039', 'description': 'PostgreSQL'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001003090', 'description': 'scikit-learn'}, {'code': '12001003089', 'description': 'Keras'}, {'code': '12001003088', 'description': 'NLP'}, {'code': '12001003087', 'description': 'tensorflow'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001003053', 'description': 'Spring'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001001007', 'description': 'Linux'}]",3,https://www.104.com.tw/job/8iz3i
1545,20260223,軟體開發工程師（工作地點：台北慈濟醫院）,"或底層原生開發經驗
   (4) Java，PHP，Python, Visual Basic.Net,ASP.Net, MSSQL， Oracle，MySQL， 
        Javascript, CSS 。
4.學習能力強， 對程式開發及軟",佛教慈濟醫療財團法人,其他組織,37000,9999999,大學以上,"[{'code': '12001003006', 'description': 'ASP.NET'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003041', 'description': 'PHP'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001004035', 'description': 'Oracle'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006032', 'description': 'CSS'}, {'code': '12001011011', 'description': 'Firebase'}, {'code': '12001003077', 'description': 'SWIFT'}, {'code': '12001003085', 'description': 'Dart'}, {'code': '12001003084', 'description': 'Flutter'}, {'code': '12001001042', 'description': 'Android'}]",2,https://www.104.com.tw/job/8cuot
1547,20260304,【外商】[RC-Infra] Cloud Engineer - AWS／雲端工程師,"將運用 PowerShell、Python、Terraform 等工具自動化日常運維與部署流程，部署監控系統保障平台穩定運作，並與跨部門團隊協作推動流程優化。同時，這個角色也將提供技術指導，支援團隊成員解決運維相關挑戰。

【主要職責】
1. 確保",烽泰科技有限公司,其他金融及輔助業,40000,55000,大學以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",1,https://www.104.com.tw/job/8nhld
1548,20260309,【新鮮人專區】2026校園徵才-自動化測試開發工程師,"負責工廠自動化軟體與系統開發，包含測試計畫撰寫、測試設備選用、生產測試問題分析與軟硬體錯誤排除，提升產線效率與穩定度。熟悉 C#/Python/JavaScript  等程式能力。

專業: 電子/電機、資工/資管...等相關科系",和碩集團_和碩聯合科技股份有限公司,電腦及其週邊設備製造業,37000,65000,大學以上,[],6,https://www.104.com.tw/job/8mvwt
1549,20260302,【電腦中心】學士/碩士級程式設計師(電BC-3),"1. ASP.NET、C#、Python軟體開發
2. 協助相關行政工作
3. 主管交辦事項",財團法人台灣經濟研究院,其他教育服務業,32000,9999999,大學以上,"[{'code': '12001003006', 'description': 'ASP.NET'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001008011', 'description': 'Outlook'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",2,https://www.104.com.tw/job/8nk5w
